WYWWYY	1
YYGWHH	1
WYYWGX	1
GGHXYH	1
YGGWYH	1
YGYYGW	1
GHHXGY	1
WYYXYH	1
YGYWHW	1
XGHXGG	1
HYYWGH	1
XYWGGH	1
YYYWYH	1
XGHYGG	1
GGHXGX	1
GYXWGG	1
GGYXHH	1
WWYGGW	1
XWYWYG	1
HYGWGX	1
YGGHGW	1
WYHYYY	1
WGGYXH	1
WYYYYW	1
GGYYGG	1
